aluguel,CEP,Município,Bairro,Logradouro,Condomínio,IPTU,Tamanho,Vagas na garagem,Área útil,Banheiros,Tipo,Aluguel + Condomínio,Detalhes do imóvel,Detalhes do condomínio,Área construída,Acomoda,Características
1.100,22710112,Rio de Janeiro,Taquara,Estrada dos Bandeirantes - até 1498 - lado par,R$ 800,R$ 194,36m²,1,,,,,,,,,
1.800,25520630,São João de Meriti,Centro,Rua Antônio Teles de Menezes,R$ 310,R$ 82,49m²,0,,,,,,,,,
31.000,22271110,Rio de Janeiro,Botafogo,Rua Sorocaba,R$ 0,R$ 4.839,550m²,0,,,,,,,,,
15.500,22281034,Rio de Janeiro,Botafogo,Rua Real Grandeza - até 154 - lado par,R$ 0,R$ 2.230,,0,,2,Padrão,R$ 15.500,,,272m²,,
650,23070600,Rio de Janeiro,Campo Grande,Rua Constituinte,R$ 200,R$ 0,,1,42m²,1,Padrão,R$ 850,,,,,
20.000,20011000,Rio de Janeiro,Centro,Rua da Assembléia - lado par,R$ 7.975,R$ 3.408,354m²,0,,,,,,,,,
85.000,22440032,Rio de Janeiro,Leblon,Avenida Ataulfo de Paiva - até 745 - lado ímpar,R$ 2.000,R$ 4.945,310m²,0,,,,,,,,,
35.000,22290240,Rio de Janeiro,Botafogo,Avenida Pasteur - até 213/214,R$ 0,R$ 7.169,900m²,0,,,,,,,,,
1.180.000,23860000,Mangaratiba,,,R$ 650,R$ 0,,2,83m²,3,Padrão,,"Churrasqueira, Varanda","Salão de festas, Segurança 24h",,,
12.500.000,22775022,Rio de Janeiro,Jacarepaguá,Avenida Embaixador Abelardo Bueno - até 749 - lado ímpar,R$ 0,R$ 0,1000m²,5 ou mais,,,,,,,,,
2.400,22631370,Rio de Janeiro,Barra da Tijuca,Avenida Marechal Henrique Lott,R$ 2.207,R$ 1.291,121m²,1,,,,,,,,,
2.500,22753210,Rio de Janeiro,Jacarepaguá,Estrada Bougainville,R$ 900,R$ 200,,2,250m²,3,Padrão,R$ 3.400,"Churrasqueira, Piscina","Piscina, Salão de festas, Segurança 24h",,,
1.900,23860000,Mangaratiba,,,R$ 569,R$ 0,42m²,0,,,,,,,,,
1.600,22763154,Rio de Janeiro,Freguesia (Jacarepaguá),Estrada do Gabinal - de 964 ao fim - lado par,R$ 654,R$ 270,,0,54m²,1,Padrão,R$ 2.254,,,,,
1.500,26280180,Nova Iguaçu,Comendador Soares,Travessa Luís Soares,R$ 0,R$ 90,,1,54m²,1,Padrão,R$ 1.500,,,,,
1.200,26210270,Nova Iguaçu,Centro,Rua Francisca de Melo,R$ 650,R$ 112,10m²,0,,,,,,,,,
1.600.000,20520054,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0188 a 0528 - lado par,R$ 3.800,R$ 2.490,200m²,0,,,,,,,,,
10.000,20520054,Rio de Janeiro,Tijuca,Rua Conde de Bonfim - de 0188 a 0528 - lado par,R$ 3.800,R$ 2.490,200m²,0,,,,,,,,,
700,26220060,Nova Iguaçu,Centro,Avenida Marechal Floriano Peixoto - até 1752/1753,R$ 786,R$ 60,36m²,0,,,,,,,,,
3.500,22631003,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - de 3301 a 3977 - lado ímpar,R$ 1.115,R$ 329,30m²,1,,,,,,,,,
4.500,22795415,Rio de Janeiro,Recreio dos Bandeirantes,Rua Otávio de Faria,R$ 1.100,R$ 320,100m²,0,,,,,,,,,
10.000,22775056,Rio de Janeiro,Barra da Tijuca,Avenida José Silva de Azevedo Neto,R$ 5.800,R$ 2.200,200m²,5 ou mais,,,,,,,,,
3.500,20710010,Rio de Janeiro,Méier,Rua Hermengarda,R$ 0,R$ 122,,0,,2,Padrão,R$ 3.500,"Armários na cozinha, Churrasqueira, Mobiliado",,195m²,,
2.000,25520640,São João de Meriti,Centro,Rua da Matriz - até 371/372,R$ 0,R$ 0,90m²,0,,,,,,,,,
330.000,25520001,São João de Meriti,Centro,Avenida Doutor Arruda Negreiros,R$ 0,R$ 95,50m²,0,,,,,,,,,
750.000,22740290,Rio de Janeiro,Pechincha,Rua Aldo Rebello,R$ 550,R$ 165,,3,,5 ou mais,Casa de condomínio,,"Área de serviço, Churrasqueira","Condomínio fechado, Permitido animais",140m²,,
20.000,22790728,Rio de Janeiro,Recreio dos Bandeirantes,Rua Abraham Palatnik,R$ 860,R$ 907,,2,,5 ou mais,Casa de condomínio,R$ 20.860,Porteiro 24h,"Condomínio fechado, Portão eletrônico",330m²,,
2.900.000,22790728,Rio de Janeiro,Recreio dos Bandeirantes,Rua Abraham Palatnik,R$ 860,R$ 907,,2,,5 ou mais,Casa de condomínio,,Porteiro 24h,"Condomínio fechado, Portão eletrônico",330m²,,
1.100,24801230,Itaboraí,Vila Rica,Rua Morganita,,,10000m²,,,,Sítios e chácaras,,,,,,
2.200,21220240,Rio de Janeiro,Vila Kosmos,Rua Piracanjuba,R$ 0,R$ 32,,1,,1,Casa de vila,R$ 2.200,,,51m²,,
5.000,20735090,Rio de Janeiro,Méier,Rua Constança Barbosa,R$ 0,R$ 257,52m²,,,,,,,,,,
800.000,20735090,Rio de Janeiro,Méier,Rua Constança Barbosa,R$ 0,R$ 257,52m²,,,,,,,,,,
8.500,22280110,Rio de Janeiro,Botafogo,Rua Álvaro Ramos,R$ 1.700,R$ 590,,1,170m²,4,Cobertura,R$ 10.200,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina","Academia, Condomínio fechado, Elevador, Piscina, Salão de festas",,,
600,22775057,Rio de Janeiro,Barra da Tijuca,Avenida João Cabral de Mello Neto,R$ 0,R$ 0,36m²,0,,,,,,,,,
900,23520521,Rio de Janeiro,Santa Cruz,Rua Itatinga,R$ 1.915,R$ 5.800,,2,44m²,1,Padrão,R$ 2.815,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Mobiliado, Quarto de serviço, Varanda","Condomínio fechado, Piscina, Portaria, Salão de festas, Segurança 24h",,,
1.700,22250040,Rio de Janeiro,Botafogo,Praia Botafogo - de 285/286 ao fim,R$ 565,R$ 0,,,25m²,1,Padrão,R$ 2.265,,Elevador,,,
1.150,22795325,Rio de Janeiro,Recreio dos Bandeirantes,Rua Roberval Cordeiro de Farias,R$ 365,R$ 255,27m²,1,,,,,,,,,
1.250,22795325,Rio de Janeiro,Recreio dos Bandeirantes,Rua Roberval Cordeiro de Farias,R$ 365,R$ 316,28m²,1,,,,,,,,,
1.100,20730000,Rio de Janeiro,Engenho de Dentro,Rua Adolfo Bergamini,R$ 600,R$ 42,,1,80m²,2,Padrão,R$ 1.700,Churrasqueira,"Condomínio fechado, Permitido animais, Salão de festas",,,
220.000,20730000,Rio de Janeiro,Engenho de Dentro,Rua Adolfo Bergamini,R$ 600,R$ 42,,1,80m²,2,Padrão,,Churrasqueira,"Condomínio fechado, Permitido animais, Salão de festas",,,
16.000,22790877,Rio de Janeiro,Recreio dos Bandeirantes,Estrada do Pontal,R$ 2.000,R$ 5.000,,2,,5 ou mais,Casa de condomínio,R$ 18.000,"Churrasqueira, Mobiliado, Piscina, Varanda",Piscina,284m²,,
4.000,20740200,Rio de Janeiro,Piedade,Rua Gomes Serpa,R$ 0,R$ 160,300m²,0,,,,,,,,,
1.650,25953090,Teresópolis,Várzea,Rua Heitor de Moura Estevão,R$ 0,R$ 0,7m²,0,,,,,,,,,
6.700,22783325,Rio de Janeiro,Vargem Pequena,Estrada da Boca do Mato,R$ 700,R$ 410,,3,,5 ou mais,Casa de condomínio,R$ 7.400,"Ar condicionado, Churrasqueira, Mobiliado, Piscina",Piscina,650m²,,
1.500,22790701,Rio de Janeiro,Recreio dos Bandeirantes,Avenida das Américas - de 12003 a 16235 - lado ímpar,R$ 1.400,R$ 3.920,39m²,1,,,,,,,,,
480.000,24020085,Niterói,Centro,Rua da Conceição - de 87 a 143 - lado ímpar,,,,1,85m²,2,,,,,,,
3.550,22790671,Rio de Janeiro,Recreio dos Bandeirantes,Rua Silvia Pozzano,R$ 1.250,R$ 230,,2,88m²,3,Padrão,R$ 4.800,"Academia, Ar condicionado, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
1.350,20260050,Rio de Janeiro,Praça da Bandeira,Rua Barão de Ubá,R$ 260,R$ 0,,0,25m²,1,Kitnet,R$ 1.610,,,,,
1.350,20260050,Rio de Janeiro,Praça da Bandeira,Rua Barão de Ubá,R$ 280,R$ 0,,0,30m²,1,Padrão,R$ 1.630,,,,,
600,20090000,Rio de Janeiro,Centro,Avenida Rio Branco - até 20 - lado par,,,,2,,,Casa,,,,,12,"Permitido animais, Internet, TV a cabo, Fogão, Ventilador, Geladeira"
900,25963025,Teresópolis,Várzea,Avenida Feliciano Sodré - de 978/979 ao fim,R$ 442,R$ 961,34m²,0,,,,,,,,,
5.500,22080030,Rio de Janeiro,Copacabana,Rua Joaquim Nabuco - até 125/126,R$ 700,R$ 142,,,29m²,1,Padrão,R$ 6.200,Mobiliado,Elevador,,,
1.000,25953660,Teresópolis,Várzea,Travessa Portugal,R$ 495,R$ 94,32m²,0,,,,,,,,,
750,21235530,Rio de Janeiro,Irajá,Rua Thetis Drumond,R$ 0,R$ 0,,,30m²,1,Kitnet,R$ 750,Varanda,,,,
1.600,20251020,Rio de Janeiro,Rio Comprido,Rua da Estrela - lado par,R$ 15,R$ 0,,,,3,Casa de vila,R$ 1.615,Área de serviço,,75m²,,
800,21921000,Rio de Janeiro,Cacuia,Estrada da Cacuiá - até 684/685,,,,,,1,Kitnet,R$ 800,,,,,
530.000,22710079,Rio de Janeiro,Curicica,Rua da Névoa,R$ 0,R$ 826,553m²,0,,,,,,,,,
690.000,24934150,Maricá,Jardim Atlântico Central (Itaipuaçu),Rua Wilson Teixeira Barbosa - de Quadra 242 a Quadra 246,R$ 0,R$ 0,,3,,3,Padrão,,"Área de serviço, Churrasqueira, Piscina","Permitido animais, Piscina",112m²,,
1.350.000,22290030,Rio de Janeiro,Botafogo,Rua da Passagem - até 99/100,R$ 800,R$ 547,,1,94m²,2,Padrão,,"Piscina, Varanda","Permitido animais, Piscina",,,
770,25233160,Duque de Caxias,Pilar,Rua Cecília Maria,R$ 0,R$ 0,60m²,0,,,,,,,,,
2.100,25953230,Teresópolis,Várzea,Avenida Delfim Moreira - até 141 - lado ímpar,R$ 0,R$ 110,150m²,0,,,,,,,,,
1.100,20755310,Rio de Janeiro,Engenho de Dentro,Rua Bento Gonçalves,R$ 10,R$ 0,,,,1,Casa de vila,R$ 1.110,Área de serviço,,60m²,,
1.200,21321220,Rio de Janeiro,Praça Seca,Rua Professora Carmelita Martins,,,,,,1,Padrão,R$ 1.200,"Área de serviço, Armários na cozinha",,,,
780.000,22060021,Rio de Janeiro,Copacabana,Rua Leopoldo Miguez - lado ímpar,R$ 750,R$ 190,,0,50m²,1,Padrão,,Ar condicionado,"Elevador, Permitido animais, Portaria",,,
3.000,22720011,Rio de Janeiro,Taquara,Estrada do Rio Grande - até 2812 - lado par,R$ 0,R$ 0,40m²,0,,,,,,,,,
6.000,22710079,Rio de Janeiro,Curicica,Rua da Névoa,R$ 0,R$ 826,553m²,0,,,,,,,,,
6.000,22713169,Rio de Janeiro,Taquara,Estrada do Outeiro Santo,R$ 0,R$ 500,600m²,0,,,,,,,,,
320.000,22770103,Rio de Janeiro,Pechincha,Rua Retiro dos Artistas - até 930 - lado par,R$ 578,R$ 1.168,,1,66m²,2,Padrão,,"Área de serviço, Armários na cozinha",,,,
720.000,22713490,Rio de Janeiro,Jacarepaguá,Rua Rodolfo Carvalho,R$ 400,R$ 0,,3,,5 ou mais,Padrão,,"Área de serviço, Churrasqueira, Piscina, Varanda","Condomínio fechado, Piscina",180m²,,
800.000,22725031,Rio de Janeiro,Taquara,Estrada do Cafundá - de 1190 ao fim - lado par,R$ 200,R$ 0,,2,,5 ou mais,Casa de condomínio,,"Área de serviço, Churrasqueira, Piscina, Varanda","Condomínio fechado, Piscina",200m²,,
880.000,23087270,Rio de Janeiro,Campo Grande,Largo da Maçonaria,R$ 250,R$ 1,,3,,5 ou mais,Casa de condomínio,,"Área de serviço, Varanda","Área murada, Condomínio fechado, Permitido animais, Portão eletrônico, Segurança 24h",324m²,,
2.500.000,22790463,Rio de Janeiro,Recreio dos Bandeirantes,Rua Deputado Átila Nunes,R$ 1.105,R$ 620,,2,,5 ou mais,Padrão,,"Ar condicionado, Churrasqueira, Mobiliado, Piscina","Condomínio fechado, Permitido animais, Piscina",300m²,,
5.000,22775052,Rio de Janeiro,Jacarepaguá,Rua Sérgio Camargo,R$ 1.700,R$ 340,,1,118m²,3,Padrão,R$ 6.700,"Academia, Ar condicionado, Churrasqueira, Mobiliado, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
4.500,20090902,Rio de Janeiro,Centro,Avenida Rio Branco - até 45 - lado ímpar,R$ 3.440,R$ 1.783,251m²,1,,,,,,,,,
5.000,22775054,Rio de Janeiro,Jacarepaguá,Rua Bruno Giorgi,R$ 2.650,R$ 340,,1,118m²,3,Padrão,R$ 7.650,"Academia, Ar condicionado, Armários na cozinha, Churrasqueira, Piscina, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Piscina, Portaria, Salão de festas, Segurança 24h",,,
7.000,22745080,Rio de Janeiro,Freguesia (Jacarepaguá),Rua Franz Post,R$ 560,R$ 270,,3,,4,Casa de condomínio,R$ 7.560,"Churrasqueira, Piscina, Varanda",Piscina,400m²,,
800,20551031,Rio de Janeiro,Vila Isabel,Boulevard Vinte e Oito de Setembro - até 134 - lado par,,,6m²,0,,,,,,,,,
245.000,21250550,Rio de Janeiro,Cordovil,,R$ 0,R$ 0,,,,2,Casa de condomínio,,Varanda,,68m²,,
280.000,21031700,Rio de Janeiro,Ramos,Rua João Romariz,R$ 360,R$ 12,,1,49m²,1,Padrão,,"Academia, Churrasqueira, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas",,,
1.400,21770100,Rio de Janeiro,Realengo,Rua do Governo,R$ 50,R$ 0,,1,,2,Casa de condomínio,R$ 1.450,,,80m²,,
100,20031901,Rio de Janeiro,Centro,Avenida Treze de Maio,R$ 412,R$ 408,28m²,0,,,,,,,,,
7.000.000,24210390,Niterói,Boa Viagem,Avenida Almirante Benjamin Sodré,R$ 4.000,R$ 2.000,,5 ou mais,559m²,5 ou mais,Padrão,,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda","Elevador, Piscina",,,
1.000,20521160,Rio de Janeiro,Tijuca,Rua Desembargador Izidro,,,5m²,0,,,,,,,,,
3.500,22631250,Rio de Janeiro,Barra da Tijuca,Rua Dalcidio Jurandir,R$ 1.763,R$ 840,86m²,1,,,,,,,,,
800.000,22631250,Rio de Janeiro,Barra da Tijuca,Rua Dalcidio Jurandir,R$ 1.763,R$ 840,86m²,1,,,,,,,,,
430.000,21911020,Rio de Janeiro,Freguesia (Ilha do Governador),Rua Comendador Bastos,R$ 450,,,1,70m²,2,Padrão,,"Ar condicionado, Armários na cozinha, Churrasqueira, Varanda","Elevador, Permitido animais, Salão de festas",,,
800,26540100,Nilópolis,Centro,Rua Moraes Cardoso,,,,0,,,,,,,,,
12.000,20550155,Rio de Janeiro,Maracanã,Rua Santa Luísa,R$ 0,R$ 1.577,260m²,,,,,,,,,,
800,26540100,Nilópolis,Centro,Rua Moraes Cardoso,,,,0,,1,Padrão,R$ 800,Área de serviço,Permitido animais,,,
800,26540100,Nilópolis,Centro,Rua Moraes Cardoso,,,,0,,,,,,,,,
490,22713570,Rio de Janeiro,Jacarepaguá,Rua Nossa Senhora de Fátima,,,,0,18m²,1,Kitnet,R$ 490,"Área de serviço, Varanda",,,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
190.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
25,24020102,Niterói,Centro,Rua José Clemente - até 57 - lado ímpar,R$ 1,R$ 1,32m²,0,,,,,,,,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 1,R$ 1,,1,,2,Padrão,,"Área de serviço, Varanda",Permitido animais,70m²,,
900,21040320,Rio de Janeiro,Bonsucesso,Rua de Bonsucesso,R$ 460,,,0,,1,Cobertura,R$ 1.360,"Área de serviço, Armários na cozinha",Elevador,,,
1.700,20765020,Rio de Janeiro,Inhaúma,Rua Dona Luiza,R$ 300,R$ 210,100m²,,,,,,,,,,
225,24346040,Niterói,Engenho do Mato,Avenida Irene Lopes Sodré,R$ 150,,,1,,2,Casa de condomínio,,Área de serviço,"Área murada, Condomínio fechado, Permitido animais, Portão eletrônico",65m²,,
16.000,22631210,Rio de Janeiro,Barra da Tijuca,Rua Desembargador Roberto Medeiros,R$ 2.500,R$ 1.800,,5 ou mais,,5 ou mais,Casa de condomínio,R$ 18.500,"Churrasqueira, Piscina, Varanda",Piscina,460m²,,
1.800,23020470,Rio de Janeiro,Barra de Guaratiba,Avenida das Américas - de 22502/22503 a 30000/30001,,R$ 200,70m²,1,,,,,,,,,
8.500,26260130,Nova Iguaçu,Conjunto Residencial Redenção,Rua Brandão Miranda,R$ 1.300,R$ 310,,4,,5 ou mais,Casa de condomínio,R$ 9.800,"Ar condicionado, Churrasqueira, Mobiliado, Piscina","Academia, Condomínio fechado, Piscina",250m²,,
600,26480250,Japeri,Rio D'Ouro,Rua Edmar Alves Branco,R$ 0,R$ 0,180m²,1,,,,,,,,,
250.000,21555350,Rio de Janeiro,Marechal Hermes,Rua Guatambu,R$ 1,R$ 1,,1,,2,Casa de condomínio,,"Área de serviço, Varanda",,58m²,,
6.400,20550165,Rio de Janeiro,Maracanã,Rua Felipe Camarão - de 100/101 ao fim,R$ 0,R$ 300,,1,,5 ou mais,Padrão,R$ 6.400,"Churrasqueira, Varanda",,200m²,,
4.000,20071000,Rio de Janeiro,Centro,Avenida Presidente Vargas - de 330 a 590 - lado par,R$ 2.000,R$ 600,130m²,,,,,,,,,,
368.500,20530420,Rio de Janeiro,Tijuca,Rua São Miguel,R$ 700,R$ 900,,1,64m²,3,Padrão,,"Academia, Churrasqueira, Piscina, Varanda","Academia, Elevador, Piscina, Salão de festas, Segurança 24h",,,
330.000,23092674,Rio de Janeiro,Campo Grande,Rua Jornalista Mário Machado Amaral,R$ 0,R$ 1,,1,,1,Padrão,,,Permitido animais,90m²,,
480.000,24020085,Niterói,Centro,Rua da Conceição - de 87 a 143 - lado ímpar,R$ 600,,,1,85m²,2,,,,,,,
600,26210060,Nova Iguaçu,Centro,Avenida Governador Amaral Peixoto,R$ 200,,,1,,1,Padrão,R$ 800,"Área de serviço, Piscina","Condomínio fechado, Permitido animais, Piscina, Portaria, Salão de festas",,,
1.800,21331600,Rio de Janeiro,Bento Ribeiro,Rua Boiaca,R$ 0,R$ 0,,1,,2,Padrão,R$ 1.800,Varanda,,110m²,,
1.200,20050005,Rio de Janeiro,Centro,Rua Sete de Setembro - de 057 a 099 - lado ímpar,R$ 1.700,R$ 1.360,120m²,0,,,,,,,,,
7.200,23070210,Rio de Janeiro,Campo Grande,Rua Cerro Largo,R$ 0,R$ 4.800,,4,,5 ou mais,Padrão,R$ 7.200,,Permitido animais,580m²,,
800,26083185,Nova Iguaçu,Rodilândia,Rua Alcides Crispin Braga,R$ 0,R$ 0,,1,,2,Padrão,R$ 800,,"Condomínio fechado, Permitido animais, Portão eletrônico",40m²,,
12.000,22471003,Rio de Janeiro,Lagoa,Avenida Epitácio Pessoa - de 2358 a 3630 - lado par,R$ 2.667,R$ 1.248,,3,168m²,4,Cobertura,R$ 14.667,"Churrasqueira, Piscina, Varanda","Elevador, Piscina, Salão de festas",,,
700,21032000,Rio de Janeiro,Bonsucesso,Rua Cardoso de Morais,R$ 500,R$ 91,30m²,1,,,,,,,,,
4.450.000,22785620,Rio de Janeiro,Vargem Grande,Estrada Vereador Alceu de Carvalho,R$ 1.900,R$ 9.000,,4,,5 ou mais,Padrão,,"Ar condicionado, Churrasqueira, Piscina, Porteiro 24h","Academia, Condomínio fechado, Permitido animais, Piscina, Portão eletrônico",500m²,,
1.300,21775800,Rio de Janeiro,Padre Miguel,Rua Justino de Araújo,R$ 50,R$ 0,,1,,1,Padrão,R$ 1.350,Mobiliado,,75m²,,
1.300,21875230,Rio de Janeiro,Bangu,Rua do Irere,R$ 0,R$ 0,,0,130m²,1,Padrão,R$ 1.300,Mobiliado,,,,
500,21831410,Rio de Janeiro,Senador Camará,Rua da Aeronáutica,R$ 0,R$ 0,,0,30m²,1,Padrão,R$ 500,Mobiliado,,,,
1.300,20070970,Rio de Janeiro,Centro,"Rua da Alfândega, 91 Loja A/B/I",R$ 797,R$ 502,63m²,0,,,,,,,,,
1.500,21341331,Rio de Janeiro,Madureira,Estrada Intendente Magalhães - até 293 - lado ímpar,R$ 50,R$ 0,,1,,2,Casa de vila,R$ 1.550,Varanda,,92m²,,
2.500,21321300,Rio de Janeiro,Vila Valqueire,Rua Tejo,R$ 130,R$ 112,,3,,4,Casa de condomínio,R$ 2.630,"Churrasqueira, Piscina, Varanda",Piscina,150m²,,
513.000,20521000,Rio de Janeiro,Tijuca,Rua dos Araujos,R$ 630,R$ 125,,1,63m²,1,Padrão,,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Elevador, Permitido animais, Piscina, Portaria, Salão de festas",,,
6.000.000,20921901,Rio de Janeiro,São Cristóvão,Campo São Cristóvão,R$ 0,R$ 15.656,3626m²,,,,,,,,,,
4.000,20511190,Rio de Janeiro,Tijuca,Rua Antônio Basílio,R$ 750,R$ 187,,1,82m²,3,Padrão,R$ 4.750,"Área de serviço, Armários no quarto","Condomínio fechado, Elevador, Permitido animais",,,
959.906,20550030,Rio de Janeiro,Tijuca,Rua Marquês de Valença,R$ 1,R$ 1,,1,91m²,2,Padrão,,"Academia, Ar condicionado, Churrasqueira, Varanda","Academia, Condomínio fechado, Elevador, Permitido animais, Portaria, Segurança 24h",,,
13.000,22790691,Rio de Janeiro,Recreio dos Bandeirantes,Rua Cartunista Millôr Fernandes,R$ 1.400,R$ 500,,4,,5 ou mais,Casa de condomínio,R$ 14.400,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Churrasqueira, Mobiliado, Quarto de serviço, Varanda","Academia, Área murada, Condomínio fechado, Permitido animais, Piscina, Portão eletrônico, Segurança 24h",300m²,,
3.000,22710570,Rio de Janeiro,Taquara,Estrada dos Bandeirantes - até 867 - lado ímpar,R$ 0,R$ 50,150m²,2,,,,,,,,,
1.500,20031142,Rio de Janeiro,Centro,Rua México - de 106 a 148 - lado par,R$ 1.063,R$ 326,55m²,0,,,,,,,,,
12.000,20230070,Rio de Janeiro,Centro,Rua do Lavradio,R$ 0,R$ 1.900,380m²,0,,,,,,,,,
4.000,20230070,Rio de Janeiro,Centro,Rua do Lavradio,R$ 0,R$ 1.900,385m²,0,,,,,,,,,
87.400,22440033,Rio de Janeiro,Leblon,Avenida Ataulfo de Paiva - até 764 - lado par,R$ 0,R$ 2.221,276m²,,,,,,,,,,
1.000,24436330,São Gonçalo,Porto da Pedra,Rua Américo Pereira,R$ 0,R$ 100,,1,170m²,1,Padrão,R$ 1.000,Área de serviço,"Condomínio fechado, Permitido animais",,,
140.000,21545180,Rio de Janeiro,Colégio,Rua Caraíba - até 559/560,R$ 0,R$ 0,,1,,2,Padrão,,"Área de serviço, Quarto de serviço, Varanda","Área murada, Condomínio fechado, Permitido animais",90m²,,
300.000,24457000,São Gonçalo,Trindade,Avenida Doutor Humberto Soeiro de Carvalho - de 361/362 ao fim,R$ 0,R$ 48,,1,,1,Padrão,,Área de serviço,Permitido animais,85m²,,
300.000,24457000,São Gonçalo,Trindade,Avenida Doutor Humberto Soeiro de Carvalho - de 361/362 ao fim,R$ 0,R$ 39,,1,,1,Padrão,,Área de serviço,Permitido animais,86m²,,
1.000,21532440,Rio de Janeiro,Pavuna,Rua Herculano Pinheiro,,,,1,,,Padrão,R$ 1.000,,,,,
800.000,20511190,Rio de Janeiro,Tijuca,Rua Antônio Basílio,R$ 750,R$ 187,,1,82m²,3,Padrão,,"Área de serviço, Armários no quarto","Condomínio fechado, Elevador, Permitido animais",,,
1.600.000,20510180,Rio de Janeiro,Tijuca,Rua Homem de Melo,R$ 600,R$ 0,,2,157m²,3,Cobertura,,"Academia, Ar condicionado, Churrasqueira, Piscina","Academia, Piscina, Salão de festas",,,
1.300,21041040,Rio de Janeiro,Bonsucesso,Avenida Nova York,,,,0,,1,Casa de vila,R$ 1.300,Área de serviço,Permitido animais,,,
240.000,26520331,Nilópolis,Centro,Estrada Mirandela - até 1255 - lado ímpar,R$ 0,R$ 800,,1,,2,Padrão,,,Permitido animais,70m²,,
1.100,26525131,Nilópolis,Centro,Rua Mário de Araújo - até 999 - lado ímpar,,,,0,,1,Padrão,R$ 1.100,Área de serviço,Condomínio fechado,,,
1.100,26525060,Nilópolis,Centro,Rua Professor Alfredo Gonçalves Figueira,,,,0,,1,Padrão,R$ 1.100,Área de serviço,,,,
1.100,26525060,Nilópolis,Centro,Rua Professor Alfredo Gonçalves Figueira,,,,0,,1,Padrão,R$ 1.100,Área de serviço,,,,
33.000,22640100,Rio de Janeiro,Barra da Tijuca,Avenida das Américas - até 1600 - lado par,R$ 2.819,R$ 1.828,,4,,5 ou mais,Casa de condomínio,R$ 35.819,"Ar condicionado, Piscina","Condomínio fechado, Piscina",600m²,,
5.000,20270243,Rio de Janeiro,Tijuca,Rua Afonso Pena - até 76 - lado par,R$ 0,R$ 600,,1,,3,Padrão,R$ 5.000,Varanda,,160m²,,
140.000,22735020,Rio de Janeiro,Tanque,Estrada da Covanca,,,,1,100m²,1,Padrão,,Área de serviço,,,,
1.100,21331009,Rio de Janeiro,Marechal Hermes,Rua Vidal Ramos,R$ 0,R$ 0,,1,,1,Casa de vila,R$ 1.100,,,48m²,,
2.000,21330550,Rio de Janeiro,Vila Valqueire,Rua Guaranésia,R$ 0,R$ 0,,1,,1,Casa de vila,R$ 2.000,Varanda,,83m²,,
5.000,24110256,Niterói,Barreto,Rua General Castrioto - lado par,R$ 0,R$ 325,280m²,0,,,,,,,,,
